raw_class_id,target,class_name,class_family,prompt_id,prompt,prompt_set,descriptor_count,descriptor_quality
299,4,Red-tailed Hawk (Light morph adult),Red-tailed Hawk,2,"a fine-grained ID photo of a Red-tailed Hawk (Light morph adult), with large body proportions, broad rounded wings, short wide tail, red-tailed rich brown upperparts, pale underparts, streaked belly, streaked wing, and dark bar.",descriptor_variant,14,needs_normalization|shared_variant_descriptor
313,5,Snow Goose (White morph),Snow Goose,0,"a field guide photograph of a Snow Goose (White morph); visual field marks: medium-sized body, hefty bill, long thick neck, white body, black wingtips, pink bill, dark line, and dark patch.",descriptor_variant,11,needs_normalization|shared_variant_descriptor
313,5,Snow Goose (White morph),Snow Goose,1,"a close-up bird photo of a Snow Goose (White morph) showing medium-sized body, hefty bill, long thick neck, white body, black wingtips, pink bill, dark line, and dark patch.",descriptor_variant,11,needs_normalization|shared_variant_descriptor
313,5,Snow Goose (White morph),Snow Goose,2,"a fine-grained ID photo of a Snow Goose (White morph), with medium-sized body, hefty bill, long thick neck, white body, black wingtips, pink bill, dark line, and dark patch.",descriptor_variant,11,needs_normalization|shared_variant_descriptor
314,6,Wood Duck (Breeding male),Wood Duck,0,"a field guide photograph of a Wood Duck (Breeding male); visual field marks: compact body, glossy green crest, white throat, chestnut breast, buff side, red white bill, and red eye.",descriptor_variant,7,compact_verified
314,6,Wood Duck (Breeding male),Wood Duck,1,"a close-up bird photo of a Wood Duck (Breeding male) showing compact body, glossy green crest, white throat, chestnut breast, buff side, red white bill, and red eye.",descriptor_variant,7,compact_verified
314,6,Wood Duck (Breeding male),Wood Duck,2,"a fine-grained ID photo of a Wood Duck (Breeding male), with compact body, glossy green crest, white throat, chestnut breast, buff side, red white bill, and red eye.",descriptor_variant,7,compact_verified
315,7,Gadwall (Breeding male),Gadwall,0,"a field guide photograph of a Gadwall (Breeding male); visual field marks: large body, square head, square forehead, gray-brown black patch, brown buff plumage, and dark bill.",descriptor_variant,6,needs_normalization|shared_variant_descriptor
315,7,Gadwall (Breeding male),Gadwall,1,"a close-up bird photo of a Gadwall (Breeding male) showing large body, square head, square forehead, gray-brown black patch, brown buff plumage, and dark bill.",descriptor_variant,6,needs_normalization|shared_variant_descriptor
315,7,Gadwall (Breeding male),Gadwall,2,"a fine-grained ID photo of a Gadwall (Breeding male), with large body, square head, square forehead, gray-brown black patch, brown buff plumage, and dark bill.",descriptor_variant,6,needs_normalization|shared_variant_descriptor
316,8,American Wigeon (Breeding male),American Wigeon,0,"a field guide photograph of a American Wigeon (Breeding male); visual field marks: medium-sized body, compact body, short bill, round head, brownish-gray head, wide green stripe, brownish-gray eye, and gleaming white cap.",descriptor_variant,11,needs_normalization|shared_variant_descriptor
316,8,American Wigeon (Breeding male),American Wigeon,1,"a close-up bird photo of a American Wigeon (Breeding male) showing medium-sized body, compact body, short bill, round head, brownish-gray head, wide green stripe, brownish-gray eye, and gleaming white cap.",descriptor_variant,11,needs_normalization|shared_variant_descriptor
316,8,American Wigeon (Breeding male),American Wigeon,2,"a fine-grained ID photo of a American Wigeon (Breeding male), with medium-sized body, compact body, short bill, round head, brownish-gray head, wide green stripe, brownish-gray eye, and gleaming white cap.",descriptor_variant,11,needs_normalization|shared_variant_descriptor
317,9,Mallard (Breeding male),Mallard,0,"a field guide photograph of a Mallard (Breeding male); visual field marks: large hefty body, rounded head, wide flat bill, dark iridescent green head, bright yellow bill, gray body, brown breast, and black rear.",descriptor_variant,10,needs_normalization|shared_variant_descriptor
317,9,Mallard (Breeding male),Mallard,1,"a close-up bird photo of a Mallard (Breeding male) showing large hefty body, rounded head, wide flat bill, dark iridescent green head, bright yellow bill, gray body, brown breast, and black rear.",descriptor_variant,10,needs_normalization|shared_variant_descriptor
317,9,Mallard (Breeding male),Mallard,2,"a fine-grained ID photo of a Mallard (Breeding male), with large hefty body, rounded head, wide flat bill, dark iridescent green head, bright yellow bill, gray body, brown breast, and black rear.",descriptor_variant,10,needs_normalization|shared_variant_descriptor
318,10,Blue-winged Teal  (Male),Blue-winged Teal,0,"a field guide photograph of a Blue-winged Teal  (Male); visual field marks: small dabbling-duck body, large side, brown body, brown breast, slaty-blue head, brown bill, small white flank, and brown patch.",descriptor_variant,10,needs_normalization|shared_variant_descriptor
318,10,Blue-winged Teal  (Male),Blue-winged Teal,1,"a close-up bird photo of a Blue-winged Teal  (Male) showing small dabbling-duck body, large side, brown body, brown breast, slaty-blue head, brown bill, small white flank, and brown patch.",descriptor_variant,10,needs_normalization|shared_variant_descriptor
318,10,Blue-winged Teal  (Male),Blue-winged Teal,2,"a fine-grained ID photo of a Blue-winged Teal  (Male), with small dabbling-duck body, large side, brown body, brown breast, slaty-blue head, brown bill, small white flank, and brown patch.",descriptor_variant,10,needs_normalization|shared_variant_descriptor
319,11,Cinnamon Teal (Male),Cinnamon Teal,0,"a field guide photograph of a Cinnamon Teal (Male); visual field marks: small body, long bill, red eye, long dark bill, vivid rusty plumage, brownish back, white underwing feathers, and rich brownish plumage.",descriptor_variant,9,needs_normalization|shared_variant_descriptor
319,11,Cinnamon Teal (Male),Cinnamon Teal,1,"a close-up bird photo of a Cinnamon Teal (Male) showing small body, long bill, red eye, long dark bill, vivid rusty plumage, brownish back, white underwing feathers, and rich brownish plumage.",descriptor_variant,9,needs_normalization|shared_variant_descriptor
319,11,Cinnamon Teal (Male),Cinnamon Teal,2,"a fine-grained ID photo of a Cinnamon Teal (Male), with small body, long bill, red eye, long dark bill, vivid rusty plumage, brownish back, white underwing feathers, and rich brownish plumage.",descriptor_variant,9,needs_normalization|shared_variant_descriptor
320,12,Northern Shoveler (Breeding male),Northern Shoveler,0,"a field guide photograph of a Northern Shoveler (Breeding male); visual field marks: shovel-shaped bill, medium-sized body, bold white plumage, blue-green rust plumage, white chest, white side, mottled brown plumage, and powdery-blue wings.",descriptor_variant,9,needs_normalization|shared_variant_descriptor
320,12,Northern Shoveler (Breeding male),Northern Shoveler,1,"a close-up bird photo of a Northern Shoveler (Breeding male) showing shovel-shaped bill, medium-sized body, bold white plumage, blue-green rust plumage, white chest, white side, mottled brown plumage, and powdery-blue wings.",descriptor_variant,9,needs_normalization|shared_variant_descriptor
320,12,Northern Shoveler (Breeding male),Northern Shoveler,2,"a fine-grained ID photo of a Northern Shoveler (Breeding male), with shovel-shaped bill, medium-sized body, bold white plumage, blue-green rust plumage, white chest, white side, mottled brown plumage, and powdery-blue wings.",descriptor_variant,9,needs_normalization|shared_variant_descriptor
321,13,Northern Pintail (Breeding male),Northern Pintail,0,"a field guide photograph of a Northern Pintail (Breeding male); visual field marks: long-necked slender profile, gleaming white breast, white line, brown head, and brown neck.",descriptor_variant,5,needs_normalization|shared_variant_descriptor
321,13,Northern Pintail (Breeding male),Northern Pintail,1,"a close-up bird photo of a Northern Pintail (Breeding male) showing long-necked slender profile, gleaming white breast, white line, brown head, and brown neck.",descriptor_variant,5,needs_normalization|shared_variant_descriptor
321,13,Northern Pintail (Breeding male),Northern Pintail,2,"a fine-grained ID photo of a Northern Pintail (Breeding male), with long-necked slender profile, gleaming white breast, white line, brown head, and brown neck.",descriptor_variant,5,needs_normalization|shared_variant_descriptor
322,14,Green-winged Teal (Male),Green-winged Teal,0,"a field guide photograph of a Green-winged Teal (Male); visual field marks: small body, grayish body, grayish stripe, grayish shoulder, dark head, dark eye, dark back, and dark neck.",descriptor_variant,9,needs_normalization|shared_variant_descriptor
322,14,Green-winged Teal (Male),Green-winged Teal,1,"a close-up bird photo of a Green-winged Teal (Male) showing small body, grayish body, grayish stripe, grayish shoulder, dark head, dark eye, dark back, and dark neck.",descriptor_variant,9,needs_normalization|shared_variant_descriptor
322,14,Green-winged Teal (Male),Green-winged Teal,2,"a fine-grained ID photo of a Green-winged Teal (Male), with small body, grayish body, grayish stripe, grayish shoulder, dark head, dark eye, dark back, and dark neck.",descriptor_variant,9,needs_normalization|shared_variant_descriptor
323,15,Canvasback (Breeding male),Canvasback,0,"a field guide photograph of a Canvasback (Breeding male); visual field marks: large head, sloping forehead, large neck, long bill, short tail, chestnut head, chestnut neck, and black chest.",descriptor_variant,17,needs_normalization|shared_variant_descriptor
323,15,Canvasback (Breeding male),Canvasback,1,"a close-up bird photo of a Canvasback (Breeding male) showing large head, sloping forehead, large neck, long bill, short tail, chestnut head, chestnut neck, and black chest.",descriptor_variant,17,needs_normalization|shared_variant_descriptor
323,15,Canvasback (Breeding male),Canvasback,2,"a fine-grained ID photo of a Canvasback (Breeding male), with large head, sloping forehead, large neck, long bill, short tail, chestnut head, chestnut neck, and black chest.",descriptor_variant,17,needs_normalization|shared_variant_descriptor
324,16,Redhead (Breeding male),Redhead,0,"a field guide photograph of a Redhead (Breeding male); visual field marks: medium-sized diving body, smoothly rounded head, moderately large bill, cinnamon head, black breast, black tail, gray body, and plain uniform brown plumage.",descriptor_variant,9,needs_normalization|shared_variant_descriptor
324,16,Redhead (Breeding male),Redhead,1,"a close-up bird photo of a Redhead (Breeding male) showing medium-sized diving body, smoothly rounded head, moderately large bill, cinnamon head, black breast, black tail, gray body, and plain uniform brown plumage.",descriptor_variant,9,needs_normalization|shared_variant_descriptor
324,16,Redhead (Breeding male),Redhead,2,"a fine-grained ID photo of a Redhead (Breeding male), with medium-sized diving body, smoothly rounded head, moderately large bill, cinnamon head, black breast, black tail, gray body, and plain uniform brown plumage.",descriptor_variant,9,needs_normalization|shared_variant_descriptor
325,17,Ring-necked Duck (Breeding male),Ring-necked Duck,0,"a field guide photograph of a Ring-necked Duck (Breeding male); visual field marks: compact diving body, shape-a sloping forehead, bold black plumage, gray dark head, black back, gray side, gray chest, and rich brown plumage.",descriptor_variant,13,needs_normalization|shared_variant_descriptor
325,17,Ring-necked Duck (Breeding male),Ring-necked Duck,1,"a close-up bird photo of a Ring-necked Duck (Breeding male) showing compact diving body, shape-a sloping forehead, bold black plumage, gray dark head, black back, gray side, gray chest, and rich brown plumage.",descriptor_variant,13,needs_normalization|shared_variant_descriptor
325,17,Ring-necked Duck (Breeding male),Ring-necked Duck,2,"a fine-grained ID photo of a Ring-necked Duck (Breeding male), with compact diving body, shape-a sloping forehead, bold black plumage, gray dark head, black back, gray side, gray chest, and rich brown plumage.",descriptor_variant,13,needs_normalization|shared_variant_descriptor
326,18,Greater Scaup (Breeding male),Greater Scaup,0,"a field guide photograph of a Greater Scaup (Breeding male); visual field marks: medium-sized diving body, rounded head, black plumage, bluish bill, yellow eye, brown plumage, brown head, and white patch.",descriptor_variant,11,needs_normalization|shared_variant_descriptor
326,18,Greater Scaup (Breeding male),Greater Scaup,1,"a close-up bird photo of a Greater Scaup (Breeding male) showing medium-sized diving body, rounded head, black plumage, bluish bill, yellow eye, brown plumage, brown head, and white patch.",descriptor_variant,11,needs_normalization|shared_variant_descriptor
326,18,Greater Scaup (Breeding male),Greater Scaup,2,"a fine-grained ID photo of a Greater Scaup (Breeding male), with medium-sized diving body, rounded head, black plumage, bluish bill, yellow eye, brown plumage, brown head, and white patch.",descriptor_variant,11,needs_normalization|shared_variant_descriptor
327,19,Lesser Scaup (Breeding male),Lesser Scaup,0,"a field guide photograph of a Lesser Scaup (Breeding male); visual field marks: medium-sized diving body, small crest, black plumage, finely barred black plumage, white back, bluish bill, yellow eye, and brown plumage.",descriptor_variant,12,needs_normalization|shared_variant_descriptor
327,19,Lesser Scaup (Breeding male),Lesser Scaup,1,"a close-up bird photo of a Lesser Scaup (Breeding male) showing medium-sized diving body, small crest, black plumage, finely barred black plumage, white back, bluish bill, yellow eye, and brown plumage.",descriptor_variant,12,needs_normalization|shared_variant_descriptor
327,19,Lesser Scaup (Breeding male),Lesser Scaup,2,"a fine-grained ID photo of a Lesser Scaup (Breeding male), with medium-sized diving body, small crest, black plumage, finely barred black plumage, white back, bluish bill, yellow eye, and brown plumage.",descriptor_variant,12,needs_normalization|shared_variant_descriptor
328,20,Harlequin Duck (Male),Harlequin Duck,0,"a field guide photograph of a Harlequin Duck (Male); visual field marks: small compact body, large rounded head, small bill, small forehead, spectacular slate blue plumage, white stripes, chestnut side, and chestnut highlights brow.",descriptor_variant,13,needs_normalization|shared_variant_descriptor
328,20,Harlequin Duck (Male),Harlequin Duck,1,"a close-up bird photo of a Harlequin Duck (Male) showing small compact body, large rounded head, small bill, small forehead, spectacular slate blue plumage, white stripes, chestnut side, and chestnut highlights brow.",descriptor_variant,13,needs_normalization|shared_variant_descriptor
328,20,Harlequin Duck (Male),Harlequin Duck,2,"a fine-grained ID photo of a Harlequin Duck (Male), with small compact body, large rounded head, small bill, small forehead, spectacular slate blue plumage, white stripes, chestnut side, and chestnut highlights brow.",descriptor_variant,13,needs_normalization|shared_variant_descriptor
329,21,Surf Scoter (Male),Surf Scoter,0,"a field guide photograph of a Surf Scoter (Male); visual field marks: medium-sized seabird body, large head, broad bill, jet black plumage, orange white black bill, white patches, white black nape, and white black bill.",descriptor_variant,11,needs_normalization|shared_variant_descriptor
329,21,Surf Scoter (Male),Surf Scoter,1,"a close-up bird photo of a Surf Scoter (Male) showing medium-sized seabird body, large head, broad bill, jet black plumage, orange white black bill, white patches, white black nape, and white black bill.",descriptor_variant,11,needs_normalization|shared_variant_descriptor
329,21,Surf Scoter (Male),Surf Scoter,2,"a fine-grained ID photo of a Surf Scoter (Male), with medium-sized seabird body, large head, broad bill, jet black plumage, orange white black bill, white patches, white black nape, and white black bill.",descriptor_variant,11,needs_normalization|shared_variant_descriptor
330,22,White-winged Scoter (Male),White-winged Scoter,0,"a field guide photograph of a White-winged Scoter (Male); visual field marks: stocky body, thick neck, heavy head, sloping forehead, heavy bill, silken black plumage, large white patches, and comma-shaped white mark.",descriptor_variant,12,needs_normalization|shared_variant_descriptor
330,22,White-winged Scoter (Male),White-winged Scoter,1,"a close-up bird photo of a White-winged Scoter (Male) showing stocky body, thick neck, heavy head, sloping forehead, heavy bill, silken black plumage, large white patches, and comma-shaped white mark.",descriptor_variant,12,needs_normalization|shared_variant_descriptor
330,22,White-winged Scoter (Male),White-winged Scoter,2,"a fine-grained ID photo of a White-winged Scoter (Male), with stocky body, thick neck, heavy head, sloping forehead, heavy bill, silken black plumage, large white patches, and comma-shaped white mark.",descriptor_variant,12,needs_normalization|shared_variant_descriptor
331,23,Black Scoter (Male),Black Scoter,0,"a field guide photograph of a Black Scoter (Male); visual field marks: stocky body, medium-sized seaduck body, short tail, rounded head, broad bill, silky black plumage, rich brown plumage, and blackish cap.",descriptor_variant,9,needs_normalization|shared_variant_descriptor
331,23,Black Scoter (Male),Black Scoter,1,"a close-up bird photo of a Black Scoter (Male) showing stocky body, medium-sized seaduck body, short tail, rounded head, broad bill, silky black plumage, rich brown plumage, and blackish cap.",descriptor_variant,9,needs_normalization|shared_variant_descriptor
331,23,Black Scoter (Male),Black Scoter,2,"a fine-grained ID photo of a Black Scoter (Male), with stocky body, medium-sized seaduck body, short tail, rounded head, broad bill, silky black plumage, rich brown plumage, and blackish cap.",descriptor_variant,9,needs_normalization|shared_variant_descriptor
332,24,Bufflehead (Breeding male),Bufflehead,0,"a field guide photograph of a Bufflehead (Breeding male); visual field marks: small compact body, large rounded head, short wide bill, white body, black back, dark head, large white patch, and gray-brown plumage.",descriptor_variant,9,needs_normalization|shared_variant_descriptor
332,24,Bufflehead (Breeding male),Bufflehead,1,"a close-up bird photo of a Bufflehead (Breeding male) showing small compact body, large rounded head, short wide bill, white body, black back, dark head, large white patch, and gray-brown plumage.",descriptor_variant,9,needs_normalization|shared_variant_descriptor
332,24,Bufflehead (Breeding male),Bufflehead,2,"a fine-grained ID photo of a Bufflehead (Breeding male), with small compact body, large rounded head, short wide bill, white body, black back, dark head, large white patch, and gray-brown plumage.",descriptor_variant,9,needs_normalization|shared_variant_descriptor
333,25,Common Goldeneye (Breeding male),Common Goldeneye,0,"a field guide photograph of a Common Goldeneye (Breeding male); visual field marks: medium-sized body, large head, narrow body, short tail, black plumage, white head, round white spot, and white bill.",descriptor_variant,15,needs_normalization|shared_variant_descriptor
333,25,Common Goldeneye (Breeding male),Common Goldeneye,1,"a close-up bird photo of a Common Goldeneye (Breeding male) showing medium-sized body, large head, narrow body, short tail, black plumage, white head, round white spot, and white bill.",descriptor_variant,15,needs_normalization|shared_variant_descriptor
333,25,Common Goldeneye (Breeding male),Common Goldeneye,2,"a fine-grained ID photo of a Common Goldeneye (Breeding male), with medium-sized body, large head, narrow body, short tail, black plumage, white head, round white spot, and white bill.",descriptor_variant,15,needs_normalization|shared_variant_descriptor
334,26,Barrow's Goldeneye (Breeding male),Barrow's Goldeneye,0,"a field guide photograph of a Barrow's Goldeneye (Breeding male); visual field marks: small stocky diving body, large oddly shaped body, white underparts, black-and-white upperparts, and yellow bill.",descriptor_variant,5,needs_normalization|shared_variant_descriptor
334,26,Barrow's Goldeneye (Breeding male),Barrow's Goldeneye,1,"a close-up bird photo of a Barrow's Goldeneye (Breeding male) showing small stocky diving body, large oddly shaped body, white underparts, black-and-white upperparts, and yellow bill.",descriptor_variant,5,needs_normalization|shared_variant_descriptor
334,26,Barrow's Goldeneye (Breeding male),Barrow's Goldeneye,2,"a fine-grained ID photo of a Barrow's Goldeneye (Breeding male), with small stocky diving body, large oddly shaped body, white underparts, black-and-white upperparts, and yellow bill.",descriptor_variant,5,needs_normalization|shared_variant_descriptor
335,27,Hooded Merganser (Breeding male),Hooded Merganser,0,"a field guide photograph of a Hooded Merganser (Breeding male); visual field marks: small thin bill, small thin crest, black upperparts, white breast, rich chestnut flank, black head, and large white patch.",descriptor_variant,7,needs_normalization|shared_variant_descriptor
335,27,Hooded Merganser (Breeding male),Hooded Merganser,1,"a close-up bird photo of a Hooded Merganser (Breeding male) showing small thin bill, small thin crest, black upperparts, white breast, rich chestnut flank, black head, and large white patch.",descriptor_variant,7,needs_normalization|shared_variant_descriptor
335,27,Hooded Merganser (Breeding male),Hooded Merganser,2,"a fine-grained ID photo of a Hooded Merganser (Breeding male), with small thin bill, small thin crest, black upperparts, white breast, rich chestnut flank, black head, and large white patch.",descriptor_variant,7,needs_normalization|shared_variant_descriptor
336,28,Common Merganser (Breeding male),Common Merganser,0,"a field guide photograph of a Common Merganser (Breeding male); visual field marks: large long body, thin pointed wings, straight narrow bill, shaggy crests, gleaming white body, dark iridescent green head, gray body, and white chest.",descriptor_variant,9,needs_normalization|shared_variant_descriptor
336,28,Common Merganser (Breeding male),Common Merganser,1,"a close-up bird photo of a Common Merganser (Breeding male) showing large long body, thin pointed wings, straight narrow bill, shaggy crests, gleaming white body, dark iridescent green head, gray body, and white chest.",descriptor_variant,9,needs_normalization|shared_variant_descriptor
336,28,Common Merganser (Breeding male),Common Merganser,2,"a fine-grained ID photo of a Common Merganser (Breeding male), with large long body, thin pointed wings, straight narrow bill, shaggy crests, gleaming white body, dark iridescent green head, gray body, and white chest.",descriptor_variant,9,needs_normalization|shared_variant_descriptor
337,29,Red-breasted Merganser (Breeding male),Red-breasted Merganser,0,"a field guide photograph of a Red-breasted Merganser (Breeding male); visual field marks: large slim body, long body, long neck, long bill, shaggy crest, cinnamon chest, white neck, and cinnamon band.",descriptor_variant,13,needs_normalization|shared_variant_descriptor
337,29,Red-breasted Merganser (Breeding male),Red-breasted Merganser,1,"a close-up bird photo of a Red-breasted Merganser (Breeding male) showing large slim body, long body, long neck, long bill, shaggy crest, cinnamon chest, white neck, and cinnamon band.",descriptor_variant,13,needs_normalization|shared_variant_descriptor
337,29,Red-breasted Merganser (Breeding male),Red-breasted Merganser,2,"a fine-grained ID photo of a Red-breasted Merganser (Breeding male), with large slim body, long body, long neck, long bill, shaggy crest, cinnamon chest, white neck, and cinnamon band.",descriptor_variant,13,needs_normalization|shared_variant_descriptor
338,30,California Quail (Male),California Quail,0,"a field guide photograph of a California Quail (Male); visual field marks: plump body, small head, small bill, broad wings, rich gray plumage, brown black face, bold white stripes, and plainer brown plumage.",descriptor_variant,9,needs_normalization|shared_variant_descriptor
338,30,California Quail (Male),California Quail,1,"a close-up bird photo of a California Quail (Male) showing plump body, small head, small bill, broad wings, rich gray plumage, brown black face, bold white stripes, and plainer brown plumage.",descriptor_variant,9,needs_normalization|shared_variant_descriptor
338,30,California Quail (Male),California Quail,2,"a fine-grained ID photo of a California Quail (Male), with plump body, small head, small bill, broad wings, rich gray plumage, brown black face, bold white stripes, and plainer brown plumage.",descriptor_variant,9,needs_normalization|shared_variant_descriptor
339,31,Gambel's Quail (Male),Gambel's Quail,0,"a field guide photograph of a Gambel's Quail (Male); visual field marks: plump body, volleyball-sized short neck, small bill, square tail, broad body, small head, fuller body, and richly patterned gray plumage.",descriptor_variant,15,needs_normalization|shared_variant_descriptor
339,31,Gambel's Quail (Male),Gambel's Quail,1,"a close-up bird photo of a Gambel's Quail (Male) showing plump body, volleyball-sized short neck, small bill, square tail, broad body, small head, fuller body, and richly patterned gray plumage.",descriptor_variant,15,needs_normalization|shared_variant_descriptor
339,31,Gambel's Quail (Male),Gambel's Quail,2,"a fine-grained ID photo of a Gambel's Quail (Male), with plump body, volleyball-sized short neck, small bill, square tail, broad body, small head, fuller body, and richly patterned gray plumage.",descriptor_variant,15,needs_normalization|shared_variant_descriptor
340,32,Ring-necked Pheasant (Male),Ring-necked Pheasant,0,"a field guide photograph of a Ring-necked Pheasant (Male); visual field marks: pointed tail, long legs, small head, long neck, plump body, red face, iridescent green neck, and bold white ring plumage.",descriptor_variant,13,needs_normalization|shared_variant_descriptor
340,32,Ring-necked Pheasant (Male),Ring-necked Pheasant,1,"a close-up bird photo of a Ring-necked Pheasant (Male) showing pointed tail, long legs, small head, long neck, plump body, red face, iridescent green neck, and bold white ring plumage.",descriptor_variant,13,needs_normalization|shared_variant_descriptor
340,32,Ring-necked Pheasant (Male),Ring-necked Pheasant,2,"a fine-grained ID photo of a Ring-necked Pheasant (Male), with pointed tail, long legs, small head, long neck, plump body, red face, iridescent green neck, and bold white ring plumage.",descriptor_variant,13,needs_normalization|shared_variant_descriptor
341,33,Red-throated Loon (Breeding),Red-throated Loon,0,"a field guide photograph of a Red-throated Loon (Breeding); visual field marks: large seabird, long narrow pointed wings, grayish-brown upperparts, pale underparts, pale gray neck, rusty throat, pale gray patch, and thin black-and-white stripes.",descriptor_variant,15,needs_normalization|shared_variant_descriptor
341,33,Red-throated Loon (Breeding),Red-throated Loon,1,"a close-up bird photo of a Red-throated Loon (Breeding) showing large seabird, long narrow pointed wings, grayish-brown upperparts, pale underparts, pale gray neck, rusty throat, pale gray patch, and thin black-and-white stripes.",descriptor_variant,15,needs_normalization|shared_variant_descriptor
341,33,Red-throated Loon (Breeding),Red-throated Loon,2,"a fine-grained ID photo of a Red-throated Loon (Breeding), with large seabird, long narrow pointed wings, grayish-brown upperparts, pale underparts, pale gray neck, rusty throat, pale gray patch, and thin black-and-white stripes.",descriptor_variant,15,needs_normalization|shared_variant_descriptor
342,34,Pacific Loon (Breeding),Pacific Loon,0,"a field guide photograph of a Pacific Loon (Breeding); visual field marks: heavy body, long thick neck, pointed bill, long pointed wings, short legs, long pointed back, long pointed body, and dove-gray head.",descriptor_variant,17,needs_normalization|shared_variant_descriptor
342,34,Pacific Loon (Breeding),Pacific Loon,1,"a close-up bird photo of a Pacific Loon (Breeding) showing heavy body, long thick neck, pointed bill, long pointed wings, short legs, long pointed back, long pointed body, and dove-gray head.",descriptor_variant,17,needs_normalization|shared_variant_descriptor
342,34,Pacific Loon (Breeding),Pacific Loon,2,"a fine-grained ID photo of a Pacific Loon (Breeding), with heavy body, long thick neck, pointed bill, long pointed wings, short legs, long pointed back, long pointed body, and dove-gray head.",descriptor_variant,17,needs_normalization|shared_variant_descriptor
