raw_class_id,target,class_name,class_family,prompt_id,prompt,prompt_set,variant_label,descriptor_count,clean_descriptor_count,descriptor_quality
313,5,Snow Goose (White morph),Snow Goose,1,"a field guide photo of a white morph Snow Goose with white morph, blue white face, white body, dark line, and dark patch.",clean_descriptor,White morph,11,5,needs_normalization|shared_variant_descriptor
314,6,Wood Duck (Breeding male),Wood Duck,0,"Wood Duck Breeding male; field marks: breeding male plumage, white throat, chestnut breast, red white bill, and glossy green crest.",clean_descriptor,Breeding male,7,5,compact_verified
314,6,Wood Duck (Breeding male),Wood Duck,1,"a field guide photo of a breeding male Wood Duck with breeding male plumage, white throat, chestnut breast, red white bill, and glossy green crest.",clean_descriptor,Breeding male,7,5,compact_verified
315,7,Gadwall (Breeding male),Gadwall,0,"Gadwall Breeding male; field marks: breeding male plumage, gray-brown black patch, and dark bill.",clean_descriptor,Breeding male,6,3,needs_normalization|shared_variant_descriptor
315,7,Gadwall (Breeding male),Gadwall,1,"a field guide photo of a breeding male Gadwall with breeding male plumage, gray-brown black patch, and dark bill.",clean_descriptor,Breeding male,6,3,needs_normalization|shared_variant_descriptor
316,8,American Wigeon (Breeding male),American Wigeon,0,"American Wigeon Breeding male; field marks: breeding male plumage, wide green stripe, gleaming white cap, white patches, and pale gray bill.",clean_descriptor,Breeding male,11,5,needs_normalization|shared_variant_descriptor
316,8,American Wigeon (Breeding male),American Wigeon,1,"a field guide photo of a breeding male American Wigeon with breeding male plumage, wide green stripe, gleaming white cap, white patches, and pale gray bill.",clean_descriptor,Breeding male,11,5,needs_normalization|shared_variant_descriptor
317,9,Mallard (Breeding male),Mallard,0,"Mallard Breeding male; field marks: breeding male plumage, brown breast, bright yellow bill, and brown mottled brown orange-brown bill.",clean_descriptor,Breeding male,10,4,needs_normalization|shared_variant_descriptor
317,9,Mallard (Breeding male),Mallard,1,"a field guide photo of a breeding male Mallard with breeding male plumage, brown breast, bright yellow bill, and brown mottled brown orange-brown bill.",clean_descriptor,Breeding male,10,4,needs_normalization|shared_variant_descriptor
318,10,Blue-winged Teal  (Male),Blue-winged Teal,0,"Blue-winged Teal Male; field marks: male plumage, brown breast, small white flank, brown patch, and brown bill.",clean_descriptor,Male,10,5,needs_normalization|shared_variant_descriptor
318,10,Blue-winged Teal  (Male),Blue-winged Teal,1,"a field guide photo of a male Blue-winged Teal with male plumage, brown breast, small white flank, brown patch, and brown bill.",clean_descriptor,Male,10,5,needs_normalization|shared_variant_descriptor
319,11,Cinnamon Teal (Male),Cinnamon Teal,0,"Cinnamon Teal Male; field marks: male plumage, and long dark bill.",clean_descriptor,Male,9,2,needs_normalization|shared_variant_descriptor
319,11,Cinnamon Teal (Male),Cinnamon Teal,1,"a field guide photo of a male Cinnamon Teal with male plumage, and long dark bill.",clean_descriptor,Male,9,2,needs_normalization|shared_variant_descriptor
320,12,Northern Shoveler (Breeding male),Northern Shoveler,0,"Northern Shoveler Breeding male; field marks: breeding male plumage, white chest, and large orange bill.",clean_descriptor,Breeding male,9,3,needs_normalization|shared_variant_descriptor
320,12,Northern Shoveler (Breeding male),Northern Shoveler,1,"a field guide photo of a breeding male Northern Shoveler with breeding male plumage, white chest, and large orange bill.",clean_descriptor,Breeding male,9,3,needs_normalization|shared_variant_descriptor
321,13,Northern Pintail (Breeding male),Northern Pintail,0,"Northern Pintail Breeding male; field marks: breeding male plumage, gleaming white breast, and white line.",clean_descriptor,Breeding male,5,3,needs_normalization|shared_variant_descriptor
321,13,Northern Pintail (Breeding male),Northern Pintail,1,"a field guide photo of a breeding male Northern Pintail with breeding male plumage, gleaming white breast, and white line.",clean_descriptor,Breeding male,5,3,needs_normalization|shared_variant_descriptor
322,14,Green-winged Teal (Male),Green-winged Teal,0,"Green-winged Teal Male; field marks: male plumage, grayish stripe, grayish shoulder, and green wing.",clean_descriptor,Male,9,4,needs_normalization|shared_variant_descriptor
322,14,Green-winged Teal (Male),Green-winged Teal,1,"a field guide photo of a male Green-winged Teal with male plumage, grayish stripe, grayish shoulder, and green wing.",clean_descriptor,Male,9,4,needs_normalization|shared_variant_descriptor
323,15,Canvasback (Breeding male),Canvasback,0,"Canvasback Breeding male; field marks: breeding male plumage, and black chest.",clean_descriptor,Breeding male,17,2,needs_normalization|shared_variant_descriptor
323,15,Canvasback (Breeding male),Canvasback,1,"a field guide photo of a breeding male Canvasback with breeding male plumage, and black chest.",clean_descriptor,Breeding male,17,2,needs_normalization|shared_variant_descriptor
324,16,Redhead (Breeding male),Redhead,0,"Redhead Breeding male; field marks: breeding male plumage, black breast, black tail, and black-tipped gray bill.",clean_descriptor,Breeding male,9,4,needs_normalization|shared_variant_descriptor
324,16,Redhead (Breeding male),Redhead,1,"a field guide photo of a breeding male Redhead with breeding male plumage, black breast, black tail, and black-tipped gray bill.",clean_descriptor,Breeding male,9,4,needs_normalization|shared_variant_descriptor
325,17,Ring-necked Duck (Breeding male),Ring-necked Duck,0,"Ring-necked Duck Breeding male; field marks: breeding male plumage, gray chest, pale cheek, white patch, and prominent white ring plumage.",clean_descriptor,Breeding male,13,5,needs_normalization|shared_variant_descriptor
325,17,Ring-necked Duck (Breeding male),Ring-necked Duck,1,"a field guide photo of a breeding male Ring-necked Duck with breeding male plumage, gray chest, pale cheek, white patch, and prominent white ring plumage.",clean_descriptor,Breeding male,13,5,needs_normalization|shared_variant_descriptor
326,18,Greater Scaup (Breeding male),Greater Scaup,0,"Greater Scaup Breeding male; field marks: breeding male plumage, white patch, bluish bill, and brown bill.",clean_descriptor,Breeding male,11,4,needs_normalization|shared_variant_descriptor
326,18,Greater Scaup (Breeding male),Greater Scaup,1,"a field guide photo of a breeding male Greater Scaup with breeding male plumage, white patch, bluish bill, and brown bill.",clean_descriptor,Breeding male,11,4,needs_normalization|shared_variant_descriptor
327,19,Lesser Scaup (Breeding male),Lesser Scaup,0,"Lesser Scaup Breeding male; field marks: breeding male plumage, finely barred black plumage, white patch, bluish bill, and brown bill.",clean_descriptor,Breeding male,12,5,needs_normalization|shared_variant_descriptor
327,19,Lesser Scaup (Breeding male),Lesser Scaup,1,"a field guide photo of a breeding male Lesser Scaup with breeding male plumage, finely barred black plumage, white patch, bluish bill, and brown bill.",clean_descriptor,Breeding male,12,5,needs_normalization|shared_variant_descriptor
328,20,Harlequin Duck (Male),Harlequin Duck,0,"Harlequin Duck Male; field marks: male plumage, white spot, white cheek, and white bill.",clean_descriptor,Male,13,4,needs_normalization|shared_variant_descriptor
328,20,Harlequin Duck (Male),Harlequin Duck,1,"a field guide photo of a male Harlequin Duck with male plumage, white spot, white cheek, and white bill.",clean_descriptor,Male,13,4,needs_normalization|shared_variant_descriptor
329,21,Surf Scoter (Male),Surf Scoter,0,"Surf Scoter Male; field marks: male plumage, white patches, white black nape, white face, and orange white black bill.",clean_descriptor,Male,11,5,needs_normalization|shared_variant_descriptor
329,21,Surf Scoter (Male),Surf Scoter,1,"a field guide photo of a male Surf Scoter with male plumage, white patches, white black nape, white face, and orange white black bill.",clean_descriptor,Male,11,5,needs_normalization|shared_variant_descriptor
330,22,White-winged Scoter (Male),White-winged Scoter,0,"White-winged Scoter Male; field marks: male plumage, large white patches, large white wing, large white belly, and white patches.",clean_descriptor,Male,12,5,needs_normalization|shared_variant_descriptor
330,22,White-winged Scoter (Male),White-winged Scoter,1,"a field guide photo of a male White-winged Scoter with male plumage, large white patches, large white wing, large white belly, and white patches.",clean_descriptor,Male,12,5,needs_normalization|shared_variant_descriptor
331,23,Black Scoter (Male),Black Scoter,0,"Black Scoter Male; field marks: male plumage, blackish cap, and contrasting pale cheek.",clean_descriptor,Male,9,3,needs_normalization|shared_variant_descriptor
331,23,Black Scoter (Male),Black Scoter,1,"a field guide photo of a male Black Scoter with male plumage, blackish cap, and contrasting pale cheek.",clean_descriptor,Male,9,3,needs_normalization|shared_variant_descriptor
332,24,Bufflehead (Breeding male),Bufflehead,0,"Bufflehead Breeding male; field marks: breeding male plumage, large white patch, and white cheek.",clean_descriptor,Breeding male,9,3,needs_normalization|shared_variant_descriptor
332,24,Bufflehead (Breeding male),Bufflehead,1,"a field guide photo of a breeding male Bufflehead with breeding male plumage, large white patch, and white cheek.",clean_descriptor,Breeding male,9,3,needs_normalization|shared_variant_descriptor
333,25,Common Goldeneye (Breeding male),Common Goldeneye,0,"Common Goldeneye Breeding male; field marks: breeding male plumage, round white spot, and white bill.",clean_descriptor,Breeding male,15,3,needs_normalization|shared_variant_descriptor
333,25,Common Goldeneye (Breeding male),Common Goldeneye,1,"a field guide photo of a breeding male Common Goldeneye with breeding male plumage, round white spot, and white bill.",clean_descriptor,Breeding male,15,3,needs_normalization|shared_variant_descriptor
334,26,Barrow's Goldeneye (Breeding male),Barrow's Goldeneye,0,"Barrow's Goldeneye Breeding male; field marks: breeding male plumage, white underparts, and yellow bill.",clean_descriptor,Breeding male,5,3,needs_normalization|shared_variant_descriptor
334,26,Barrow's Goldeneye (Breeding male),Barrow's Goldeneye,1,"a field guide photo of a breeding male Barrow's Goldeneye with breeding male plumage, white underparts, and yellow bill.",clean_descriptor,Breeding male,5,3,needs_normalization|shared_variant_descriptor
335,27,Hooded Merganser (Breeding male),Hooded Merganser,0,"Hooded Merganser Breeding male; field marks: breeding male plumage, black upperparts, white breast, rich chestnut flank, and large white patch.",clean_descriptor,Breeding male,7,5,needs_normalization|shared_variant_descriptor
335,27,Hooded Merganser (Breeding male),Hooded Merganser,1,"a field guide photo of a breeding male Hooded Merganser with breeding male plumage, black upperparts, white breast, rich chestnut flank, and large white patch.",clean_descriptor,Breeding male,7,5,needs_normalization|shared_variant_descriptor
336,28,Common Merganser (Breeding male),Common Merganser,0,"Common Merganser Breeding male; field marks: breeding male plumage, and white chest.",clean_descriptor,Breeding male,9,2,needs_normalization|shared_variant_descriptor
336,28,Common Merganser (Breeding male),Common Merganser,1,"a field guide photo of a breeding male Common Merganser with breeding male plumage, and white chest.",clean_descriptor,Breeding male,9,2,needs_normalization|shared_variant_descriptor
337,29,Red-breasted Merganser (Breeding male),Red-breasted Merganser,0,"Red-breasted Merganser Breeding male; field marks: breeding male plumage, cinnamon chest, and brownish breast.",clean_descriptor,Breeding male,13,3,needs_normalization|shared_variant_descriptor
337,29,Red-breasted Merganser (Breeding male),Red-breasted Merganser,1,"a field guide photo of a breeding male Red-breasted Merganser with breeding male plumage, cinnamon chest, and brownish breast.",clean_descriptor,Breeding male,13,3,needs_normalization|shared_variant_descriptor
338,30,California Quail (Male),California Quail,0,"California Quail Male; field marks: male plumage, and brown black face.",clean_descriptor,Male,9,2,needs_normalization|shared_variant_descriptor
338,30,California Quail (Male),California Quail,1,"a field guide photo of a male California Quail with male plumage, and brown black face.",clean_descriptor,Male,9,2,needs_normalization|shared_variant_descriptor
339,31,Gambel's Quail (Male),Gambel's Quail,0,"Gambel's Quail Male; field marks: male plumage, chestnut flank, white creamy belly, and black patch.",clean_descriptor,Male,15,4,needs_normalization|shared_variant_descriptor
339,31,Gambel's Quail (Male),Gambel's Quail,1,"a field guide photo of a male Gambel's Quail with male plumage, chestnut flank, white creamy belly, and black patch.",clean_descriptor,Male,15,4,needs_normalization|shared_variant_descriptor
340,32,Ring-necked Pheasant (Male),Ring-necked Pheasant,0,"Ring-necked Pheasant Male; field marks: male plumage, red face, bold white ring plumage, thin black bars, and buff cinnamon underparts.",clean_descriptor,Male,13,5,needs_normalization|shared_variant_descriptor
340,32,Ring-necked Pheasant (Male),Ring-necked Pheasant,1,"a field guide photo of a male Ring-necked Pheasant with male plumage, red face, bold white ring plumage, thin black bars, and buff cinnamon underparts.",clean_descriptor,Male,13,5,needs_normalization|shared_variant_descriptor
341,33,Red-throated Loon (Breeding),Red-throated Loon,0,"Red-throated Loon Breeding; field marks: breeding plumage, pale underparts, rusty throat, pale gray patch, and pale gray breast.",clean_descriptor,Breeding,15,5,needs_normalization|shared_variant_descriptor
341,33,Red-throated Loon (Breeding),Red-throated Loon,1,"a field guide photo of a breeding Red-throated Loon with breeding plumage, pale underparts, rusty throat, pale gray patch, and pale gray breast.",clean_descriptor,Breeding,15,5,needs_normalization|shared_variant_descriptor
342,34,Pacific Loon (Breeding),Pacific Loon,0,"Pacific Loon Breeding; field marks: breeding plumage, black upperparts, dark gray-brown upperparts, whitish underparts, and dark line.",clean_descriptor,Breeding,17,5,needs_normalization|shared_variant_descriptor
342,34,Pacific Loon (Breeding),Pacific Loon,1,"a field guide photo of a breeding Pacific Loon with breeding plumage, black upperparts, dark gray-brown upperparts, whitish underparts, and dark line.",clean_descriptor,Breeding,17,5,needs_normalization|shared_variant_descriptor
343,35,Common Loon (Breeding),Common Loon,0,"Common Loon Breeding; field marks: breeding plumage, white breast, white throat, and black bill.",clean_descriptor,Breeding,12,4,needs_normalization|shared_variant_descriptor
343,35,Common Loon (Breeding),Common Loon,1,"a field guide photo of a breeding Common Loon with breeding plumage, white breast, white throat, and black bill.",clean_descriptor,Breeding,12,4,needs_normalization|shared_variant_descriptor
344,36,Horned Grebe (Breeding),Horned Grebe,0,"Horned Grebe Breeding; field marks: breeding plumage, grayish upperparts, white underparts, and white cheek.",clean_descriptor,Breeding,12,4,needs_normalization|shared_variant_descriptor
344,36,Horned Grebe (Breeding),Horned Grebe,1,"a field guide photo of a breeding Horned Grebe with breeding plumage, grayish upperparts, white underparts, and white cheek.",clean_descriptor,Breeding,12,4,needs_normalization|shared_variant_descriptor
345,37,Red-necked Grebe (Breeding),Red-necked Grebe,0,"Red-necked Grebe Breeding; field marks: breeding plumage, dark gray upperparts, dark gray underparts, pale cheek, and rusty red breast.",clean_descriptor,Breeding,8,5,needs_normalization|shared_variant_descriptor
345,37,Red-necked Grebe (Breeding),Red-necked Grebe,1,"a field guide photo of a breeding Red-necked Grebe with breeding plumage, dark gray upperparts, dark gray underparts, pale cheek, and rusty red breast.",clean_descriptor,Breeding,8,5,needs_normalization|shared_variant_descriptor
346,38,Eared Grebe (Breeding),Eared Grebe,0,"Eared Grebe Breeding; field marks: breeding plumage, chestnut flank, and dark crown.",clean_descriptor,Breeding,9,3,needs_normalization|shared_variant_descriptor
346,38,Eared Grebe (Breeding),Eared Grebe,1,"a field guide photo of a breeding Eared Grebe with breeding plumage, chestnut flank, and dark crown.",clean_descriptor,Breeding,9,3,needs_normalization|shared_variant_descriptor
347,39,"Northern Gannet (Adult, Subadult)",Northern Gannet,0,"Northern Gannet Adult, Subadult; field marks: adult, subadult plumage.",clean_descriptor,"Adult, Subadult",10,1,needs_normalization|shared_variant_descriptor
347,39,"Northern Gannet (Adult, Subadult)",Northern Gannet,1,"a field guide photo of an adult, subadult Northern Gannet with adult, subadult plumage.",clean_descriptor,"Adult, Subadult",10,1,needs_normalization|shared_variant_descriptor
348,40,Double-crested Cormorant (Immature),Double-crested Cormorant,0,Double-crested Cormorant Immature; field marks: immature plumage.,clean_descriptor,Immature,7,1,needs_normalization|shared_variant_descriptor
348,40,Double-crested Cormorant (Immature),Double-crested Cormorant,1,a field guide photo of an immature Double-crested Cormorant with immature plumage.,clean_descriptor,Immature,7,1,needs_normalization|shared_variant_descriptor
349,41,Great Cormorant (Adult),Great Cormorant,0,"Great Cormorant Adult; field marks: adult plumage, white throat, brownish whitish throat, brownish whitish belly, and brownish streaking edges.",clean_descriptor,Adult,9,5,needs_normalization|shared_variant_descriptor
349,41,Great Cormorant (Adult),Great Cormorant,1,"a field guide photo of an adult Great Cormorant with adult plumage, white throat, brownish whitish throat, brownish whitish belly, and brownish streaking edges.",clean_descriptor,Adult,9,5,needs_normalization|shared_variant_descriptor
350,42,Little Blue Heron (Adult),Little Blue Heron,0,"Little Blue Heron Adult; field marks: adult plumage, and greenish bill.",clean_descriptor,Adult,15,2,needs_normalization|shared_variant_descriptor
350,42,Little Blue Heron (Adult),Little Blue Heron,1,"a field guide photo of an adult Little Blue Heron with adult plumage, and greenish bill.",clean_descriptor,Adult,15,2,needs_normalization|shared_variant_descriptor
351,43,Reddish Egret (Dark morph),Reddish Egret,0,Reddish Egret Dark morph; field marks: dark morph.,clean_descriptor,Dark morph,9,1,needs_normalization|shared_variant_descriptor
351,43,Reddish Egret (Dark morph),Reddish Egret,1,a field guide photo of a dark morph Reddish Egret with dark morph.,clean_descriptor,Dark morph,9,1,needs_normalization|shared_variant_descriptor
352,44,Black-crowned Night-Heron (Adult),Black-crowned Night-Heron,0,"Black-crowned Night-Heron Adult; field marks: adult plumage, black crown, brown large white spots, large white underparts, and yellow black bill.",clean_descriptor,Adult,11,5,needs_normalization|shared_variant_descriptor
352,44,Black-crowned Night-Heron (Adult),Black-crowned Night-Heron,1,"a field guide photo of an adult Black-crowned Night-Heron with adult plumage, black crown, brown large white spots, large white underparts, and yellow black bill.",clean_descriptor,Adult,11,5,needs_normalization|shared_variant_descriptor
353,45,Yellow-crowned Night-Heron (Adult),Yellow-crowned Night-Heron,0,"Yellow-crowned Night-Heron Adult; field marks: adult plumage, large white cheek, black patch, creamy yellow crown, and brown fine white spots.",clean_descriptor,Adult,14,5,needs_normalization|shared_variant_descriptor
353,45,Yellow-crowned Night-Heron (Adult),Yellow-crowned Night-Heron,1,"a field guide photo of an adult Yellow-crowned Night-Heron with adult plumage, large white cheek, black patch, creamy yellow crown, and brown fine white spots.",clean_descriptor,Adult,14,5,needs_normalization|shared_variant_descriptor
354,46,White Ibis (Adult),White Ibis,0,"White Ibis Adult; field marks: adult plumage, brown upperparts, white underparts, white upperparts, and reddish pink bill.",clean_descriptor,Adult,15,5,needs_normalization|shared_variant_descriptor
354,46,White Ibis (Adult),White Ibis,1,"a field guide photo of an adult White Ibis with adult plumage, brown upperparts, white underparts, white upperparts, and reddish pink bill.",clean_descriptor,Adult,15,5,needs_normalization|shared_variant_descriptor
355,47,"Bald Eagle (Adult, subadult)",Bald Eagle,0,"Bald Eagle Adult, subadult; field marks: adult, subadult plumage, white tail, and dark tail.",clean_descriptor,"Adult, subadult",12,3,needs_normalization|shared_variant_descriptor
355,47,"Bald Eagle (Adult, subadult)",Bald Eagle,1,"a field guide photo of an adult, subadult Bald Eagle with adult, subadult plumage, white tail, and dark tail.",clean_descriptor,"Adult, subadult",12,3,needs_normalization|shared_variant_descriptor
356,48,Northern Harrier (Adult male),Northern Harrier,0,"Northern Harrier Adult male; field marks: adult male plumage, gray upperparts, whitish underparts, whitish wing, and white rump.",clean_descriptor,Adult male,17,5,needs_normalization|shared_variant_descriptor
356,48,Northern Harrier (Adult male),Northern Harrier,1,"a field guide photo of an adult male Northern Harrier with adult male plumage, gray upperparts, whitish underparts, whitish wing, and white rump.",clean_descriptor,Adult male,17,5,needs_normalization|shared_variant_descriptor
357,49,Sharp-shinned Hawk (Adult ),Sharp-shinned Hawk,0,"Sharp-shinned Hawk Adult; field marks: adult plumage, and white underparts.",clean_descriptor,Adult,10,2,needs_normalization|shared_variant_descriptor
357,49,Sharp-shinned Hawk (Adult ),Sharp-shinned Hawk,1,"a field guide photo of an adult Sharp-shinned Hawk with adult plumage, and white underparts.",clean_descriptor,Adult,10,2,needs_normalization|shared_variant_descriptor
358,50,Cooper's Hawk (Adult),Cooper's Hawk,0,"Cooper's Hawk Adult; field marks: adult plumage, warm reddish bars, brown upperparts, and brown breast.",clean_descriptor,Adult,10,4,needs_normalization|shared_variant_descriptor
358,50,Cooper's Hawk (Adult),Cooper's Hawk,1,"a field guide photo of an adult Cooper's Hawk with adult plumage, warm reddish bars, brown upperparts, and brown breast.",clean_descriptor,Adult,10,4,needs_normalization|shared_variant_descriptor
359,51,Red-shouldered Hawk (Adult ),Red-shouldered Hawk,0,"Red-shouldered Hawk Adult; field marks: adult plumage, white checkered breast, brown upperparts, and white underparts.",clean_descriptor,Adult,10,4,needs_normalization|shared_variant_descriptor
359,51,Red-shouldered Hawk (Adult ),Red-shouldered Hawk,1,"a field guide photo of an adult Red-shouldered Hawk with adult plumage, white checkered breast, brown upperparts, and white underparts.",clean_descriptor,Adult,10,4,needs_normalization|shared_variant_descriptor
360,52,Broad-winged Hawk (Adult),Broad-winged Hawk,0,Broad-winged Hawk Adult; field marks: adult plumage.,clean_descriptor,Adult,8,1,needs_normalization|shared_variant_descriptor
360,52,Broad-winged Hawk (Adult),Broad-winged Hawk,1,a field guide photo of an adult Broad-winged Hawk with adult plumage.,clean_descriptor,Adult,8,1,needs_normalization|shared_variant_descriptor
361,53,Rough-legged Hawk (Dark morph),Rough-legged Hawk,0,"Rough-legged Hawk Dark morph; field marks: dark morph, dark patches, dark belly, pale wing, and pale patches.",clean_descriptor,Dark morph,9,5,needs_normalization|shared_variant_descriptor
361,53,Rough-legged Hawk (Dark morph),Rough-legged Hawk,1,"a field guide photo of a dark morph Rough-legged Hawk with dark morph, dark patches, dark belly, pale wing, and pale patches.",clean_descriptor,Dark morph,9,5,needs_normalization|shared_variant_descriptor
362,54,Golden Eagle (Adult),Golden Eagle,0,"Golden Eagle Adult; field marks: adult plumage, and white patches.",clean_descriptor,Adult,2,2,needs_normalization|shared_variant_descriptor
362,54,Golden Eagle (Adult),Golden Eagle,1,"a field guide photo of an adult Golden Eagle with adult plumage, and white patches.",clean_descriptor,Adult,2,2,needs_normalization|shared_variant_descriptor
363,55,American Kestrel (Adult male),American Kestrel,0,American Kestrel Adult male; field marks: adult male plumage.,clean_descriptor,Adult male,5,1,needs_normalization|shared_variant_descriptor
363,55,American Kestrel (Adult male),American Kestrel,1,a field guide photo of an adult male American Kestrel with adult male plumage.,clean_descriptor,Adult male,5,1,needs_normalization|shared_variant_descriptor
364,56,Peregrine Falcon (Adult),Peregrine Falcon,0,Peregrine Falcon Adult; field marks: adult plumage.,clean_descriptor,Adult,6,1,needs_normalization|shared_variant_descriptor
364,56,Peregrine Falcon (Adult),Peregrine Falcon,1,a field guide photo of an adult Peregrine Falcon with adult plumage.,clean_descriptor,Adult,6,1,needs_normalization|shared_variant_descriptor
365,57,Purple Gallinule (Adult),Purple Gallinule,0,"Purple Gallinule Adult; field marks: adult plumage, brown upperparts, brown underparts, yellow-tipped red bill, and brown bill.",clean_descriptor,Adult,12,5,needs_normalization|shared_variant_descriptor
365,57,Purple Gallinule (Adult),Purple Gallinule,1,"a field guide photo of an adult Purple Gallinule with adult plumage, brown upperparts, brown underparts, yellow-tipped red bill, and brown bill.",clean_descriptor,Adult,12,5,needs_normalization|shared_variant_descriptor
366,58,Common Gallinule (Adult),Common Gallinule,0,"Common Gallinule Adult; field marks: adult plumage, white stripe, white tail feathers, and red bill.",clean_descriptor,Adult,9,4,needs_normalization|shared_variant_descriptor
366,58,Common Gallinule (Adult),Common Gallinule,1,"a field guide photo of an adult Common Gallinule with adult plumage, white stripe, white tail feathers, and red bill.",clean_descriptor,Adult,9,4,needs_normalization|shared_variant_descriptor
367,59,Black-bellied Plover (Breeding),Black-bellied Plover,0,"Black-bellied Plover Breeding; field marks: breeding plumage, black face, black belly, white crown, and white nape.",clean_descriptor,Breeding,17,5,needs_normalization|shared_variant_descriptor
367,59,Black-bellied Plover (Breeding),Black-bellied Plover,1,"a field guide photo of a breeding Black-bellied Plover with breeding plumage, black face, black belly, white crown, and white nape.",clean_descriptor,Breeding,17,5,needs_normalization|shared_variant_descriptor
368,60,Spotted Sandpiper (Breeding),Spotted Sandpiper,0,"Spotted Sandpiper Breeding; field marks: breeding plumage, spotted bold dark spots, bright white breast, and orange bill.",clean_descriptor,Breeding,6,4,needs_normalization|shared_variant_descriptor
368,60,Spotted Sandpiper (Breeding),Spotted Sandpiper,1,"a field guide photo of a breeding Spotted Sandpiper with breeding plumage, spotted bold dark spots, bright white breast, and orange bill.",clean_descriptor,Breeding,6,4,needs_normalization|shared_variant_descriptor
369,61,Sanderling (Breeding),Sanderling,0,Sanderling Breeding; field marks: breeding plumage.,clean_descriptor,Breeding,5,1,needs_normalization|shared_variant_descriptor
369,61,Sanderling (Breeding),Sanderling,1,a field guide photo of a breeding Sanderling with breeding plumage.,clean_descriptor,Breeding,5,1,needs_normalization|shared_variant_descriptor
370,62,Dunlin (Breeding),Dunlin,0,"Dunlin Breeding; field marks: breeding plumage, bright rusty crown, black belly, bright rusty patch, and white underparts.",clean_descriptor,Breeding,16,5,needs_normalization|shared_variant_descriptor
370,62,Dunlin (Breeding),Dunlin,1,"a field guide photo of a breeding Dunlin with breeding plumage, bright rusty crown, black belly, bright rusty patch, and white underparts.",clean_descriptor,Breeding,16,5,needs_normalization|shared_variant_descriptor
371,63,Wilson's Phalarope (Breeding),Wilson's Phalarope,0,"Wilson's Phalarope Breeding; field marks: breeding plumage, pale gray upperparts, and white underparts.",clean_descriptor,Breeding,6,3,needs_normalization|shared_variant_descriptor
371,63,Wilson's Phalarope (Breeding),Wilson's Phalarope,1,"a field guide photo of a breeding Wilson's Phalarope with breeding plumage, pale gray upperparts, and white underparts.",clean_descriptor,Breeding,6,3,needs_normalization|shared_variant_descriptor
372,64,Broad-billed Hummingbird (Adult Male),Broad-billed Hummingbird,0,"Broad-billed Hummingbird Adult Male; field marks: adult male plumage, blue throat, gray underparts, white line, and red bill.",clean_descriptor,Adult Male,11,5,needs_normalization|shared_variant_descriptor
