raw_class_id,target,class_name,class_family,variant,match_status,external_trait_count,external_traits,source_names,source_statuses,source_urls,licenses
325,17,Ring-necked Duck (Breeding male),Ring-necked Duck,Breeding male,matched_with_traits,6,"[""black back"", ""brown back"", ""cinnamon neck"", ""dark bill"", ""gray bill"", ""white breast""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Ring-necked_duck,CC BY-SA (Wikipedia text; verify page footer)
326,18,Greater Scaup (Breeding male),Greater Scaup,Breeding male,matched_with_traits,6,"[""black breast"", ""black tail"", ""blue bill"", ""dark head"", ""white wing"", ""rounded head""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Greater_scaup,CC BY-SA (Wikipedia text; verify page footer)
327,19,Lesser Scaup (Breeding male),Lesser Scaup,Breeding male,matched_with_traits,11,"[""black back"", ""black bill"", ""black breast"", ""blue bill"", ""brown upperparts"", ""brownish head"", ""buff underparts"", ""dark head"", ""dark wings"", ""white bill"", ""small crest""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Lesser_scaup,CC BY-SA (Wikipedia text; verify page footer)
328,20,Harlequin Duck (Male),Harlequin Duck,Male,matched_with_traits,2,"[""black crown"", ""spotted duck""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Harlequin_duck,CC BY-SA (Wikipedia text; verify page footer)
329,21,Surf Scoter (Male),Surf Scoter,Male,matched_with_traits,1,"[""dark wings""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Surf_scoter,CC BY-SA (Wikipedia text; verify page footer)
330,22,White-winged Scoter (Male),White-winged Scoter,Male,matched_with_traits,3,"[""white belly"", ""yellow bill"", ""large bill""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/White-winged_scoter,CC BY-SA (Wikipedia text; verify page footer)
331,23,Black Scoter (Male),Black Scoter,Male,matched_with_traits,1,"[""large bill""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Black_scoter,CC BY-SA (Wikipedia text; verify page footer)
332,24,Bufflehead (Breeding male),Bufflehead,Breeding male,matched_without_traits,0,[],wikipedia,wikipedia:no_visual_traits,https://en.wikipedia.org/wiki/Bufflehead,CC BY-SA (Wikipedia text; verify page footer)
333,25,Common Goldeneye (Breeding male),Common Goldeneye,Breeding male,matched_with_traits,4,"[""brown head"", ""dark back"", ""dark head"", ""white neck""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Common_goldeneye,CC BY-SA (Wikipedia text; verify page footer)
334,26,Barrow's Goldeneye (Breeding male),Barrow's Goldeneye,Breeding male,matched_with_traits,3,"[""dark head"", ""yellow bill"", ""rounded head""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Barrow's_goldeneye,CC BY-SA (Wikipedia text; verify page footer)
335,27,Hooded Merganser (Breeding male),Hooded Merganser,Breeding male,matched_with_traits,2,"[""brown neck"", ""crested duck""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Hooded_merganser,CC BY-SA (Wikipedia text; verify page footer)
336,28,Common Merganser (Breeding male),Common Merganser,Breeding male,matched_with_traits,1,"[""brown head""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Common_merganser,CC BY-SA (Wikipedia text; verify page footer)
337,29,Red-breasted Merganser (Breeding male),Red-breasted Merganser,Breeding male,matched_with_traits,9,"[""black back"", ""dark head"", ""red bill"", ""red breast"", ""rusty breast"", ""rusty head"", ""white neck"", ""white underparts"", ""white wing""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Red-breasted_merganser,CC BY-SA (Wikipedia text; verify page footer)
338,30,California Quail (Male),California Quail,Male,matched_with_traits,4,"[""black face"", ""brown back"", ""brown belly"", ""brown cap""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/California_quail,CC BY-SA (Wikipedia text; verify page footer)
339,31,Gambel's Quail (Male),Gambel's Quail,Male,matched_with_traits,2,"[""gray plumage"", ""rounded wings""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Gambel's_quail,CC BY-SA (Wikipedia text; verify page footer)
340,32,Ring-necked Pheasant (Male),Ring-necked Pheasant,Male,matched_with_traits,5,"[""brown plumage"", ""black tail"", ""blue head"", ""white neck"", ""small crest""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Common_pheasant,CC BY-SA (Wikipedia text; verify page footer)
341,33,Red-throated Loon (Breeding),Red-throated Loon,Breeding,matched_with_traits,5,"[""dark back"", ""red throat"", ""reddish throat"", ""white underparts"", ""thin wings""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Red-throated_loon,CC BY-SA (Wikipedia text; verify page footer)
342,34,Pacific Loon (Breeding),Pacific Loon,Breeding,matched_with_traits,3,"[""black throat"", ""white flank"", ""white underparts""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Pacific_loon,CC BY-SA (Wikipedia text; verify page footer)
343,35,Common Loon (Breeding),Common Loon,Breeding,matched_with_traits,8,"[""dark plumage"", ""black bill"", ""black head"", ""blackish tail"", ""dark neck"", ""white belly"", ""white throat"", ""white underparts""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Common_loon,CC BY-SA (Wikipedia text; verify page footer)
344,36,Horned Grebe (Breeding),Horned Grebe,Breeding,matched_with_traits,2,"[""white belly"", ""long neck""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Horned_grebe,CC BY-SA (Wikipedia text; verify page footer)
345,37,Red-necked Grebe (Breeding),Red-necked Grebe,Breeding,matched_with_traits,11,"[""black cap"", ""blackish cap"", ""red neck"", ""white face"", ""white underparts"", ""small wing"", ""small wings"", ""striped head"", ""contrasting head"", ""long neck"", ""slender bill""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Red-necked_grebe,CC BY-SA (Wikipedia text; verify page footer)
346,38,Eared Grebe (Breeding),Eared Grebe,Breeding,matched_with_traits,1,"[""black neck""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Black-necked_grebe,CC BY-SA (Wikipedia text; verify page footer)
347,39,"Northern Gannet (Adult, Subadult)",Northern Gannet,"Adult, Subadult",matched_with_traits,6,"[""black tail"", ""black wing"", ""white tail"", ""long neck"", ""short head"", ""slender wings""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Northern_gannet,CC BY-SA (Wikipedia text; verify page footer)
348,40,Double-crested Cormorant (Immature),Double-crested Cormorant,Immature,matched_with_traits,5,"[""pale throat"", ""medium-sized tail"", ""small wings"", ""long neck"", ""stocky body""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Double-crested_cormorant,CC BY-SA (Wikipedia text; verify page footer)
349,41,Great Cormorant (Adult),Great Cormorant,Adult,matched_with_traits,3,"[""white plumage"", ""whitish underparts"", ""large bird""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Great_cormorant,CC BY-SA (Wikipedia text; verify page footer)
350,42,Little Blue Heron (Adult),Little Blue Heron,Adult,matched_without_traits,0,[],wikipedia,wikipedia:no_visual_traits,https://en.wikipedia.org/wiki/Little_blue_heron,CC BY-SA (Wikipedia text; verify page footer)
351,43,Reddish Egret (Dark morph),Reddish Egret,Dark morph,matched_with_traits,1,"[""reddish head""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Reddish_egret,CC BY-SA (Wikipedia text; verify page footer)
352,44,Black-crowned Night-Heron (Adult),Black-crowned Night-Heron,Adult,matched_with_traits,3,"[""brown plumage"", ""black crown"", ""white head""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Black-crowned_night_heron,CC BY-SA (Wikipedia text; verify page footer)
353,45,Yellow-crowned Night-Heron (Adult),Yellow-crowned Night-Heron,Adult,matched_with_traits,4,"[""blue eye"", ""yellow bill"", ""yellow crown"", ""large head""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Yellow-crowned_night_heron,CC BY-SA (Wikipedia text; verify page footer)
354,46,White Ibis (Adult),White Ibis,Adult,matched_without_traits,0,[],wikipedia,wikipedia:no_visual_traits,https://en.wikipedia.org/wiki/White_ibis,CC BY-SA (Wikipedia text; verify page footer)
355,47,"Bald Eagle (Adult, subadult)",Bald Eagle,"Adult, subadult",matched_with_traits,1,"[""white head""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Bald_eagle,CC BY-SA (Wikipedia text; verify page footer)
356,48,Northern Harrier (Adult male),Northern Harrier,Adult male,matched_with_traits,2,"[""medium-sized raptor"", ""long wings""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Northern_harrier,CC BY-SA (Wikipedia text; verify page footer)
357,49,Sharp-shinned Hawk (Adult ),Sharp-shinned Hawk,Adult,matched_with_traits,5,"[""brown head"", ""brownish upperparts"", ""white underparts"", ""whitish underparts"", ""small hawk""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Sharp-shinned_hawk,CC BY-SA (Wikipedia text; verify page footer)
358,50,Cooper's Hawk (Adult),Cooper's Hawk,Adult,matched_with_traits,9,"[""pale plumage"", ""gray cheek"", ""medium-sized hawk"", ""small bird"", ""large body"", ""rounded head"", ""rounded tail"", ""rounded wings"", ""short wings""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Cooper's_hawk,CC BY-SA (Wikipedia text; verify page footer)
359,51,Red-shouldered Hawk (Adult ),Red-shouldered Hawk,Adult,matched_with_traits,1,"[""reddish tail""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Red-shouldered_hawk,CC BY-SA (Wikipedia text; verify page footer)
360,52,Broad-winged Hawk (Adult),Broad-winged Hawk,Adult,matched_with_traits,3,"[""white belly"", ""barred tail"", ""medium-sized hawk""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Broad-winged_hawk,CC BY-SA (Wikipedia text; verify page footer)
361,53,Rough-legged Hawk (Dark morph),Rough-legged Hawk,Dark morph,matched_with_traits,4,"[""dark plumage"", ""pale tail"", ""white tail"", ""large bird""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Rough-legged_buzzard,CC BY-SA (Wikipedia text; verify page footer)
362,54,Golden Eagle (Adult),Golden Eagle,Adult,matched_with_traits,8,"[""black plumage"", ""brown plumage"", ""blackish cap"", ""rufous nape"", ""white tail"", ""large raptor"", ""long tail"", ""long wings""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Golden_eagle,CC BY-SA (Wikipedia text; verify page footer)
363,55,American Kestrel (Adult male),American Kestrel,Adult male,matched_with_traits,4,"[""rufous back"", ""small bird"", ""small raptor"", ""long tail""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/American_kestrel,CC BY-SA (Wikipedia text; verify page footer)
364,56,Peregrine Falcon (Adult),Peregrine Falcon,Adult,matched_with_traits,7,"[""black head"", ""red neck"", ""rufous underparts"", ""rusty neck"", ""rusty underparts"", ""white throat"", ""white underparts""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Peregrine_falcon,CC BY-SA (Wikipedia text; verify page footer)
365,57,Purple Gallinule (Adult),Purple Gallinule,Adult,matched_with_traits,2,"[""blue plumage"", ""red and yellow bill""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/American_purple_gallinule,CC BY-SA (Wikipedia text; verify page footer)
366,58,Common Gallinule (Adult),Common Gallinule,Adult,matched_with_traits,1,"[""dark plumage""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Common_gallinule,CC BY-SA (Wikipedia text; verify page footer)
367,59,Black-bellied Plover (Breeding),Black-bellied Plover,Breeding,matched_with_traits,3,"[""black breast"", ""white belly"", ""white rump""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Grey_plover,CC BY-SA (Wikipedia text; verify page footer)
368,60,Spotted Sandpiper (Breeding),Spotted Sandpiper,Breeding,matched_with_traits,3,"[""orange bill"", ""spotted underparts"", ""spotted sandpiper""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Spotted_sandpiper,CC BY-SA (Wikipedia text; verify page footer)
369,61,Sanderling (Breeding),Sanderling,Breeding,matched_with_traits,4,"[""white wingbar"", ""wingbar"", ""small sandpiper"", ""thick bill""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Sanderling,CC BY-SA (Wikipedia text; verify page footer)
370,62,Dunlin (Breeding),Dunlin,Breeding,matched_with_traits,4,"[""white wingbar"", ""rufous plumage"", ""black belly"", ""wingbar""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Dunlin,CC BY-SA (Wikipedia text; verify page footer)
371,63,Wilson's Phalarope (Breeding),Wilson's Phalarope,Breeding,matched_with_traits,6,"[""black bill"", ""brown back"", ""reddish flank"", ""reddish neck"", ""white underparts"", ""whitish underparts""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Wilson's_phalarope,CC BY-SA (Wikipedia text; verify page footer)
372,64,Broad-billed Hummingbird (Adult Male),Broad-billed Hummingbird,Adult Male,matched_with_traits,5,"[""blue throat"", ""orange bill"", ""pale belly"", ""red bill"", ""small hummingbird""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Broad-billed_hummingbird,CC BY-SA (Wikipedia text; verify page footer)
373,65,Ruby-throated Hummingbird (Adult Male),Ruby-throated Hummingbird,Adult Male,matched_with_traits,3,"[""black tail"", ""black wings"", ""white throat""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Ruby-throated_hummingbird,CC BY-SA (Wikipedia text; verify page footer)
374,66,Black-chinned Hummingbird (Adult Male),Black-chinned Hummingbird,Adult Male,matched_with_traits,4,"[""black face"", ""green flanks"", ""forked tail"", ""rounded tail""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Black-chinned_hummingbird,CC BY-SA (Wikipedia text; verify page footer)
375,67,Anna's Hummingbird (Adult Male),Anna's Hummingbird,Adult Male,matched_with_traits,7,"[""green back"", ""green crown"", ""green flanks"", ""pink crown"", ""red crown"", ""forked tail"", ""rounded tail""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Anna's_hummingbird,CC BY-SA (Wikipedia text; verify page footer)
376,68,Costa's Hummingbird (Adult Male),Costa's Hummingbird,Adult Male,matched_with_traits,3,"[""black tail"", ""green back"", ""purple cap""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Costa's_hummingbird,CC BY-SA (Wikipedia text; verify page footer)
377,69,Calliope Hummingbird (Adult Male),Calliope Hummingbird,Adult Male,matched_with_traits,3,"[""dark tail"", ""green flanks"", ""white underparts""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Calliope_hummingbird,CC BY-SA (Wikipedia text; verify page footer)
378,70,Broad-tailed Hummingbird (Adult Male),Broad-tailed Hummingbird,Adult Male,matched_with_traits,6,"[""black tail"", ""cinnamon flanks"", ""green back"", ""white eye"", ""medium-sized hummingbird"", ""eye ring""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Broad-tailed_hummingbird,CC BY-SA (Wikipedia text; verify page footer)
379,71,Rufous Hummingbird (Adult Male),Rufous Hummingbird,Adult Male,matched_with_traits,8,"[""dark tail"", ""red throat"", ""rufous face"", ""white breast"", ""small bird"", ""small hummingbird"", ""short wings"", ""slender bill""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Rufous_hummingbird,CC BY-SA (Wikipedia text; verify page footer)
380,72,Allen's Hummingbird (Adult Male),Allen's Hummingbird,Adult Male,matched_with_traits,2,"[""green back"", ""small bird""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Allen's_hummingbird,CC BY-SA (Wikipedia text; verify page footer)
381,73,Red-headed Woodpecker (Adult),Red-headed Woodpecker,Adult,matched_with_traits,5,"[""black and white back"", ""black back"", ""red crown"", ""red head"", ""white belly""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Red-headed_woodpecker,CC BY-SA (Wikipedia text; verify page footer)
382,74,Northern Flicker (Yellow-shafted),Northern Flicker,Yellow-shafted,matched_with_traits,4,"[""gray cap"", ""gray face"", ""white rump"", ""medium-sized bird""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Northern_flicker,CC BY-SA (Wikipedia text; verify page footer)
392,75,Black Guillemot (Breeding),Black Guillemot,Breeding,matched_with_traits,3,"[""black plumage"", ""white wing"", ""medium-sized bird""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Black_guillemot,CC BY-SA (Wikipedia text; verify page footer)
393,76,Pigeon Guillemot (Breeding),Pigeon Guillemot,Breeding,matched_with_traits,7,"[""black upperparts"", ""dark wing"", ""white eye"", ""white underparts"", ""white wing"", ""eye line"", ""long bill""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Pigeon_guillemot,CC BY-SA (Wikipedia text; verify page footer)
394,77,Black-legged Kittiwake (Adult),Black-legged Kittiwake,Adult,matched_with_traits,4,"[""black bill"", ""greenish bill"", ""white head"", ""yellow bill""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Black-legged_kittiwake,CC BY-SA (Wikipedia text; verify page footer)
395,78,Laughing Gull (Breeding),Laughing Gull,Breeding,matched_with_traits,4,"[""black head"", ""black hood"", ""black tail"", ""medium-sized gull""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Laughing_gull,CC BY-SA (Wikipedia text; verify page footer)
396,79,Heermann's Gull (Adult),Heermann's Gull,Adult,matched_with_traits,2,"[""gray wings"", ""red bill""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Heermann's_gull,CC BY-SA (Wikipedia text; verify page footer)
397,80,Ring-billed Gull (Adult),Ring-billed Gull,Adult,matched_with_traits,2,"[""medium-sized gull"", ""short bill""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Ring-billed_gull,CC BY-SA (Wikipedia text; verify page footer)
398,81,Western Gull (Adult),Western Gull,Adult,matched_with_traits,3,"[""white head"", ""yellow bill"", ""large gull""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Western_gull,CC BY-SA (Wikipedia text; verify page footer)
399,82,California Gull (Adult),California Gull,Adult,matched_with_traits,2,"[""medium-sized gull"", ""rounded head""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/California_gull,CC BY-SA (Wikipedia text; verify page footer)
400,83,Herring Gull (Adult),Herring Gull,Adult,matched_without_traits,0,[],wikipedia,wikipedia:no_visual_traits,https://en.wikipedia.org/wiki/Herring_gull,CC BY-SA (Wikipedia text; verify page footer)
401,84,Glaucous-winged Gull (Adult),Glaucous-winged Gull,Adult,matched_with_traits,5,"[""dark head"", ""gray wings"", ""white head"", ""white tail"", ""large bird""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Glaucous-winged_gull,CC BY-SA (Wikipedia text; verify page footer)
402,85,Great Black-backed Gull (Adult),Great Black-backed Gull,Adult,matched_with_traits,4,"[""black back"", ""white head"", ""contrasting plumage"", ""large gull""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Great_black-backed_gull,CC BY-SA (Wikipedia text; verify page footer)
446,86,Bonaparte's Gull,Bonaparte's Gull,,matched_with_traits,4,"[""black hood"", ""dark hood"", ""white underparts"", ""thin bill""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Bonaparte's_gull,CC BY-SA (Wikipedia text; verify page footer)
447,87,Mew Gull,Mew Gull,,matched_without_traits,0,[],wikipedia,wikipedia:no_visual_traits,https://en.wikipedia.org/wiki/Mew_gull,CC BY-SA (Wikipedia text; verify page footer)
448,88,Caspian Tern,Caspian Tern,,matched_with_traits,4,"[""black cap"", ""orange bill"", ""white head"", ""white neck""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Caspian_tern,CC BY-SA (Wikipedia text; verify page footer)
449,89,Black Tern,Black Tern,,matched_with_traits,5,"[""dark plumage"", ""black bill"", ""black head"", ""brown cap"", ""white breast""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Black_tern,CC BY-SA (Wikipedia text; verify page footer)
450,90,Common Tern,Common Tern,,matched_with_traits,12,"[""pale plumage"", ""black bill"", ""black cap"", ""dark eye"", ""red bill"", ""white cheek"", ""white head"", ""spotted sandpiper"", ""forked tail"", ""long bill"", ""long tail"", ""short wings""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Common_tern,CC BY-SA (Wikipedia text; verify page footer)
451,91,Forster's Tern,Forster's Tern,,matched_with_traits,8,"[""black cap"", ""black eye"", ""gray upperparts"", ""orange bill"", ""white tail"", ""white underparts"", ""small gull"", ""long tail""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Forster's_tern,CC BY-SA (Wikipedia text; verify page footer)
452,92,Royal Tern,Royal Tern,,matched_with_traits,6,"[""white plumage"", ""black cap"", ""gray upperparts"", ""red bill"", ""white underparts"", ""long bill""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Royal_tern,CC BY-SA (Wikipedia text; verify page footer)
453,93,Black Skimmer,Black Skimmer,,matched_with_traits,4,"[""black crown"", ""brown upperparts"", ""white nape"", ""long wings""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Black_skimmer,CC BY-SA (Wikipedia text; verify page footer)
454,94,Greater White-fronted Goose,Greater White-fronted Goose,,matched_with_traits,5,"[""pink bill"", ""yellow eye"", ""barred upperparts"", ""bold wing"", ""eye ring""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Greater_white-fronted_goose,CC BY-SA (Wikipedia text; verify page footer)
455,95,Brant,Brant,,matched_without_traits,0,[],wikipedia,wikipedia:no_visual_traits,https://en.wikipedia.org/wiki/Brant,CC BY-SA (Wikipedia text; verify page footer)
456,96,Cackling Goose,Cackling Goose,,matched_with_traits,2,"[""black breast"", ""black head""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Cackling_goose,CC BY-SA (Wikipedia text; verify page footer)
457,97,Canada Goose,Canada Goose,,matched_with_traits,5,"[""black plumage"", ""brown plumage"", ""black breast"", ""black head"", ""brown neck""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Canada_goose,CC BY-SA (Wikipedia text; verify page footer)
458,98,Mute Swan,Mute Swan,,matched_with_traits,1,"[""large bill""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Mute_swan,CC BY-SA (Wikipedia text; verify page footer)
459,99,Trumpeter Swan,Trumpeter Swan,,matched_with_traits,3,"[""white plumage"", ""black bill"", ""orange bill""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Trumpeter_swan,CC BY-SA (Wikipedia text; verify page footer)
460,100,Tundra Swan,Tundra Swan,,matched_with_traits,4,"[""black bill"", ""long bill"", ""rounded head"", ""short neck""]",wikipedia,wikipedia:ok,https://en.wikipedia.org/wiki/Tundra_swan,CC BY-SA (Wikipedia text; verify page footer)
